X,Y,Crash_Type,Accident_Datetime,Location,Latitude,Longitude,Posted_Speed,Road_Type,Pedestrian_Age,Pedestrian_Gender,Pedestrian_City_of_Residence,Pedestrian_Zip_Code,Biker_Age,Biker_Gender,Biker_City_of_Residence,Biker_Zip_Code,Pedestrian_Injury_Severity,Pedestrian_to_Hospital,Biker_Injury_Severity,Biker_to_Hospital,ObjectId,Vehicle_Direction_of_Travel
-93.008,44.951,Pedestrian,2019/09/12 21:10:00+00,E CASE AVE,44.97,-93.066,30,Municipal State Aid Street,25,F,ST PAUL,55106,,,,,Suspected Minor Injury,Yes,,,551,Unknown
-93.093,44.944,Pedestrian,2019/09/12 19:35:00+00,N PRIOR AVE,44.958,-93.182,10,Municipal State Aid Street,53,F,MINNEAPOLIS,554122121,,,,,Suspected Minor Injury,Yes,,,552,Unknown
-93.116,44.955,Bike,2019/09/12 11:34:00+00,W MARSHALL AVE,44.948,-93.157,30,County State Aid Highway,,,,,31,M,SAINT PAUL,551041414,,,,No,553,Unknown
-93.074,44.968,Pedestrian,2019/09/11 16:50:00+00,W UNIVERSITY AVE,44.956,-93.152,30,County State Aid Highway,41,F,ST PAUL,55106,,,,,Possible Injury,Yes,,,554,Unknown
-93.102,44.929,Bike,2019/09/11 12:00:00+00,GROVE ST,44.956,-93.085,30,Local or City Street,,,,,54,,ST. PAUL,550749682,,,,No,555,Unknown
-93.147,44.953,Bike,2019/09/10 22:22:00+00,STATE ST,44.93,-93.078,30,Local or City Street,,,,,18,M,SOUTH SAINT PAUL,550752603,,,Possible Injury,No,556,Unknown
-93.096,44.955,Bike,2019/09/11 01:02:00+00,N PAYNE AVE,44.956,-93.078,30,County State Aid Highway,,,,,24,M,CHIPPEWA FALLS,54729,,,Suspected Minor Injury,Yes,557,Unknown
-93.158,44.94,Pedestrian,2019/09/09 16:30:00+00,KAY AVE,44.918,-93.136,30,Local or City Street,26,M,ST. PAUL,55102,,,,,,No,,,558,Unknown
-93.126,44.947,Bike,2019/09/09 20:30:00+00,N LEXINGTON AVE,44.951,-93.147,30,County State Aid Highway,,,,,14,M,SAINT PAUL,55106,,,Suspected Minor Injury,Yes,559,Unknown
-93.097,44.948,Pedestrian,2019/09/09 17:14:00+00,E MINNEHAHA AVE,44.963,-93.066,30,Municipal State Aid Street,82,F,AVE,55104,,,,,Suspected Minor Injury,No,,,560,Unknown
-93.187,44.954,Pedestrian,2019/09/08 21:43:00+00,W UNIVERSITY AVE,44.956,-93.126,30,County State Aid Highway,17,F,ST. PAUL,55108,,,,,Suspected Minor Injury,Yes,,,561,Unknown
-93.167,44.964,Pedestrian,2019/09/08 11:43:00+00,W 7TH ST,44.924,-93.132,30,State Trunk Highway,31,M,OAKDALE,551284531,,,,,Suspected Minor Injury,No,,,562,Unknown
-93.021,44.955,Pedestrian,2019/09/06 22:15:00+00,N WHITE BEAR AVE,44.978,-93.025,35,County State Aid Highway,68,M,SAINT PAUL,551062304,,,,,Suspected Minor Injury,Yes,,,563,Unknown
-93.106,44.981,Pedestrian,2019/09/07 23:51:00+00,W BOHLAND AVE,44.916,-93.187,10,Local or City Street,6,F,ST PAUL,55117,,,,,Suspected Minor Injury,Yes,,,564,Unknown
-93.149,44.913,Pedestrian,2019/09/07 23:51:00+00,W BOHLAND AVE,44.916,-93.187,10,Local or City Street,38,F,SAINT PAUL,551161357,,,,,,No,,,565,Unknown
-93.104,44.943,Bike,2019/08/28 17:00:00+00,W CARROLL AVE,44.95,-93.167,,Local or City Street,,,,,25,F,SAINT PAUL,55104,,,Possible Injury,No,566,Unknown
-93.043,44.978,Bike,2019/09/06 20:58:00+00,E 3RD ST,44.957,-93.045,30,Municipal State Aid Street,,,,,,M,,,,,,No,567,Unknown
-93.127,44.956,Bike,2019/09/05 21:51:00+00,N LAFAYETTE RD,44.95,-93.08,30,Municipal State Aid Street,,,,,40,M,ST. PAUL,55106,,,Suspected Minor Injury,Yes,568,Unknown
-93.106,44.976,Bike,2019/09/04 23:00:00+00,E ORANGE AVE,44.979,-93.074,30,Local or City Street,,,,,40,M,SAINT PAUL,551303535,,,Possible Injury,Yes,569,Unknown
-93.149,44.939,Bike,2019/09/04 22:49:00+00,W SAINT CLAIR AVE,44.934,-93.139,30,Municipal State Aid Street,,,,,57,M,SAINT PAUL,551053514,,,Suspected Minor Injury,Yes,570,Unknown
-93.126,44.956,Bike,2019/09/04 17:34:00+00,N DALE ST,44.956,-93.126,30,County State Aid Highway,,,,,35,M,SAINT PAUL,55105,,,Suspected Minor Injury,Yes,571,Unknown
-93.17,44.94,Pedestrian,2019/09/03 03:07:00+00,N SNELLING AVE,44.983,-93.167,30,State Trunk Highway,19,F,SAINT PAUL,551022921,,,,,Suspected Serious Injury,Yes,,,572,Unknown
-93.131,44.947,Pedestrian,2019/09/01 14:38:00+00,S WABASHA ST,44.947,-93.096,10,Municipal State Aid Street,,F,SAINT PAUL,55101,,,,,Suspected Minor Injury,Yes,,,573,Unknown
-93.066,44.977,Pedestrian,2019/08/30 17:48:00+00,TATUM ST,44.963,-93.18,30,Local or City Street,33,M,SOUTH SAINT PAUL,550751914,,,,,,No,,,574,Unknown
-93.167,44.959,Pedestrian,2019/08/31 01:50:00+00,N SNELLING AVE,44.959,-93.167,30,State Trunk Highway,24,M,SAINT PAUL,551042317,,,,,Suspected Minor Injury,Yes,,,575,Unknown
-93.149,44.956,Bike,2019/08/29 21:38:00+00,N CHESTNUT ST,44.944,-93.105,30,Municipal State Aid Street,,,,,47,M,SAINT PAUL,551022809,,,Suspected Minor Injury,No,576,Unknown
-93.167,44.934,Bike,2019/08/29 19:44:00+00,SPRUCE TREE AVE,44.955,-93.167,30,Local or City Street,,,,,25,M,CHICAGO,60624,,,,No,577,Unknown
-93.053,44.964,Pedestrian,2019/08/29 02:05:00+00,N DALE ST,44.944,-93.126,30,County State Aid Highway,51,M,SAINT PAUL,551141635,,,,,,No,,,578,Unknown
-93.167,44.936,Bike,2019/08/27 12:51:00+00,N ASHBURY ST,44.963,-93.165,30,Local or City Street,,,,,38,M,SAINT PAUL,551041529,,,Suspected Minor Injury,No,579,Unknown
-93.152,44.956,Bike,2019/08/28 08:15:00+00,W COMO AVE,44.959,-93.106,30,County State Aid Highway,,,,,55,M,COON RAPIDS,554333532,,,Possible Injury,Yes,580,Unknown
-93.106,44.956,Pedestrian,2019/08/28 00:08:00+00,N MARION ST,44.956,-93.109,30,County State Aid Highway,7,M,SAINTPAUL,55101,,,,,,No,,,581,Unknown
-93.025,44.988,Pedestrian,2019/08/27 22:28:00+00,W THOMAS AVE,44.959,-93.147,30,Municipal State Aid Street,35,F,SAINT PAUL,551042537,,,,,Possible Injury,Yes,,,582,Unknown
-93.076,44.971,Pedestrian,2019/08/24 22:03:00+00,N WHITE BEAR AVE,44.987,-93.025,30,County State Aid Highway,30,M,SAINT PAUL,551063941,,,,,Suspected Minor Injury,No,,,583,Unknown
-93.114,44.983,Bike,2019/08/23 20:30:00+00,N FARRINGTON ST,44.983,-93.114,30,Local or City Street,,,,,19,F,ST. PAUL,55107,,,Suspected Minor Injury,No,584,Unknown
-93.133,44.923,Bike,2019/08/23 23:35:00+00,S WESTERN AVE,44.938,-93.116,30,Local or City Street,,,,,7,M,ST. PAUL,55117,,,Suspected Minor Injury,Yes,585,Unknown
-93.044,44.967,Pedestrian,2019/08/23 18:10:00+00,COMO AVE,44.977,-93.17,30,County State Aid Highway,15,F,DULUTH,558042934,,,,,Suspected Minor Injury,No,,,586,Unknown
-93.066,44.978,Pedestrian,2019/08/22 14:31:00+00,E CASE AVE,44.97,-93.066,30,Municipal State Aid Street,35,F,SAINT PAUL,551063804,,,,,Suspected Serious Injury,Yes,,,587,Unknown
-93.192,44.934,Pedestrian,2019/08/20 19:52:00+00,N CLARENCE ST,44.976,-93.043,10,Municipal State Aid Street,5,M,ST PAUL,55130,,,,,,No,,,588,Unknown
-93.114,44.956,Bike,2019/08/20 15:15:00+00,LOWER AFTON RD,44.933,-93.005,30,County State Aid Highway,,,,,16,M,ST. PAUL,55119,,,Suspected Minor Injury,No,589,Unknown
-93.151,44.911,Pedestrian,2019/08/17 18:00:00+00,W MIDWAY PKWY,44.979,-93.153,10,Local or City Street,49,M,INVER GROVE HEIGHTS,550774450,,,,,,No,,,590,Unknown
-93.165,44.956,Bike,2019/08/16 19:50:00+00,W UNIVERSITY AVE,44.956,-93.156,30,County State Aid Highway,,,,,27,M,SAINT PAUL,55104,,,,No,591,Unknown
-93.164,44.964,Pedestrian,2019/08/15 21:30:00+00,W UNIVERSITY AVE,44.956,-93.111,10,County State Aid Highway,35,F,MINNEAPOLIS,55114,,,,,Possible Injury,No,,,592,Unknown
-93.162,44.956,Pedestrian,2019/08/15 15:30:00+00,N PASCAL ST,44.954,-93.162,30,Municipal State Aid Street,54,M,ST PAUL,55105,,,,,Possible Injury,No,,,593,Unknown
-93.11,44.99,Bike,2019/08/12 13:55:00+00,E MARYLAND AVE,44.978,-93.051,30,County State Aid Highway,,,,,84,M,SAINT PAUL,551063681,,,Suspected Minor Injury,Yes,594,Unknown
-93.198,44.964,Bike,2022/03/12 18:15:00+00,W KELLOGG BLVD,44.944,-93.093,25,Municipal State Aid Street,,,,,34,M,SAINT PAUL,55107,,,Suspected Minor Injury,Yes,595,Unknown
-93.149,44.992,Pedestrian,2021/10/22 10:30:00+00,PARKLAND CT,44.947,-93.018,25,Local or City Street,55,M,SAINT PAUL,551194922,,,,,Fatal,No,,,596,Unknown
-93.184,44.951,Pedestrian,2022/03/10 20:12:00+00,N WESTERN AVE,44.955,-93.116,20,Municipal State Aid Street,53,F,ST PAUL,55103,,,,,Suspected Minor Injury,Yes,,,597,Unknown
-93.164,44.905,Pedestrian,2022/03/09 22:00:00+00,N PAYNE AVE,44.968,-93.074,,Municipal State Aid Street,65,F,PAYNE,55106,,,,,Suspected Minor Injury,No,,,598,Unknown
-93.19,44.914,Pedestrian,2022/03/09 00:22:00+00,W STEVENS ST,44.929,-93.102,,Local or City Street,73,F,SAINT PAUL,551072615,,,,,Suspected Serious Injury,Yes,,,599,Unknown
-93.04,44.977,Pedestrian,2022/03/09 07:10:00+00,W CENTRAL AVE,44.953,-93.147,30,Local or City Street,34,M,MINNEAPOLIS,554041601,,,,,Suspected Minor Injury,No,,,600,Unknown
-93.087,44.952,Pedestrian,2022/03/08 21:55:00+00,JACKSON ST,44.955,-93.096,25,Municipal State Aid Street,17,M,SAINT PAUL,551173828,,,,,,No,,,601,Unknown
-93.042,44.957,Pedestrian,2022/03/07 02:46:00+00,W GRAND AVE,44.94,-93.158,25,All other roads,34,F,MINNEAPOLIS,554171363,,,,,Suspected Serious Injury,Yes,,,602,Unknown
-93.033,44.957,Pedestrian,2022/03/02 01:50:00+00,W DAYTON AVE,44.947,-93.126,25,Local or City Street,24,M,ST.PAUL,55104,,,,,Suspected Minor Injury,Yes,,,603,Unknown
-93.089,44.977,Bike,2022/03/01 19:00:00+00,S WABASHA ST,44.948,-93.097,25,Municipal State Aid Street,,,,,58,M,SAINT PAUL,55104,,,Suspected Minor Injury,Yes,604,Unknown
-93.106,44.986,Pedestrian,2022/02/21 00:20:00+00,N CLEVELAND AVE,44.954,-93.187,30,County State Aid Highway,76,M,SAINT PAUL,551045034,,,,,Suspected Serious Injury,Yes,,,605,Unknown
-93.126,44.941,Pedestrian,2022/02/12 23:56:00+00,W ENGLEWOOD AVE,44.964,-93.167,,Local or City Street,20,99,SAINT PAUL,551041171,,,,,,No,,,606,Unknown
-93.094,44.947,Pedestrian,2022/02/11 10:55:00+00,-- NOT ON ROADWAY --,44.955,-93.021,,All other roads,44,F,MINNEAPOLIS,55407,,,,,,No,,,607,Unknown
-93.094,44.953,Pedestrian,2022/01/29 02:37:00+00,N RICE ST,44.981,-93.106,,County State Aid Highway,64,M,SAINT PAUL,551043719,,,,,Suspected Serious Injury,Yes,,,608,Unknown
-93.066,44.962,Pedestrian,2022/01/27 17:25:00+00,W 7TH ST,44.913,-93.149,30,State Trunk Highway,54,M,ST PAUL,55101,,,,,Suspected Serious Injury,Yes,,,609,Unknown
-93.035,44.977,Pedestrian,2022/01/21 19:20:00+00,W 7TH ST,44.943,-93.104,20,State Trunk Highway,67,M,MENDOTA HEIGHTS,551201918,,,,,Possible Injury,No,,,610,Unknown
-93.005,44.947,Pedestrian,2022/01/19 22:00:00+00,E MARYLAND AVE,44.978,-93.043,30,County State Aid Highway,11,M,SAINT PAUL,55106,,,,,Suspected Minor Injury,Yes,,,611,Unknown
-93.005,44.947,Pedestrian,2022/01/12 17:00:00+00,W UNIVERSITY AVE,44.956,-93.127,25,County State Aid Highway,19,F,SAINT PAUL,551031515,,,,,,No,,,612,Unknown
-93.135,44.956,Pedestrian,2022/01/11 22:35:00+00,N RICE ST,44.976,-93.106,30,County State Aid Highway,,M,UNKNOWN,55117,,,,,,No,,,613,Unknown
-93.204,44.978,Pedestrian,2022/01/10 21:45:00+00,S DUNLAP ST,44.939,-93.149,25,Local or City Street,59,M,ST. PAUL,55102,,,,,Possible Injury,No,,,614,Unknown
-93.187,44.919,Bike,2021/04/04 22:06:00+00,JOHNSON PKWY,44.975,-93.045,30,Municipal State Aid Street,,,,,41,M,ST. PAUL,55106,,,Possible Injury,No,615,Unknown
-93.094,44.954,Pedestrian,2022/01/05 22:30:00+00,W UNIVERSITY AVE,44.956,-93.126,30,County State Aid Highway,29,M,SAINT PAUL,551251842,,,,,Possible Injury,Yes,,,616,Unknown
-93.116,44.947,Pedestrian,2021/04/03 22:59:00+00,W RANDOLPH AVE,44.927,-93.146,25,County State Aid Highway,50,F,SAINT PAUL,551052995,,,,,Suspected Minor Injury,Yes,,,617,Unknown
-93.121,44.92,Pedestrian,2022/01/02 20:42:00+00,934,44.94,-93.17,30,All other roads,71,F,MENDOTA HEIGHTS,55120,,,,,Suspected Minor Injury,No,,,618,Unknown
-93.066,44.977,Pedestrian,2021/03/29 12:45:00+00,S ALBERT ST,44.927,-93.159,30,Local or City Street,52,F,SAINT PAUL,551161509,,,,,Suspected Minor Injury,Yes,,,619,Unknown
-93.131,44.951,Pedestrian,2021/12/31 05:06:00+00,E MARYLAND AVE,44.977,-93.084,30,County State Aid Highway,31,F,SAINT PAUL,551046518,,,,,Suspected Serious Injury,Yes,,,620,Unknown
-93.192,44.908,Pedestrian,2021/03/29 12:45:00+00,S ALBERT ST,44.927,-93.159,30,Local or City Street,51,M,SAINT PAUL,551161509,,,,,Suspected Minor Injury,Yes,,,621,Unknown
-93.128,44.947,Pedestrian,2021/12/29 08:45:00+00,HOMER  ST,44.909,-93.156,25,Municipal State Aid Street,27,M,BROOKLYN PARK,55443,,,,,Suspected Minor Injury,Yes,,,622,Unknown
-93.104,44.943,Pedestrian,2021/03/30 01:05:00+00,N WALSH ST,44.972,-93.069,20,Local or City Street,16,M,SAINT PAUL,551063127,,,,,,No,,,623,Unknown
-93.045,44.992,Pedestrian,2021/03/27 02:48:00+00,E 6TH ST,44.96,-93.057,20,Municipal State Aid Street,3,M,ST. PAUL,55106,,,,,Possible Injury,No,,,624,Unknown
-93.19,44.942,Pedestrian,2021/03/20 19:00:00+00,W CONCORDIA AVE,44.951,-93.143,30,Municipal State Aid Street,16,F,SAINT PAUL,551045434,,,,,Suspected Minor Injury,Yes,,,625,Unknown
-93.106,44.992,Pedestrian,2021/03/17 01:30:00+00,S WABASHA ST,44.937,-93.087,10,Municipal State Aid Street,40,F,SAINT PAUL,55107,,,,,,No,,,626,Unknown
-93.081,44.95,Pedestrian,2021/03/11 01:22:00+00,W MARSHALL AVE,44.948,-93.167,25,County State Aid Highway,44,M,ST. PAUL,55104,,,,,Possible Injury,No,,,627,Unknown
-93.153,44.98,Bike,2021/03/07 23:00:00+00,S MISSISSIPPI RIVER BLVD,44.913,-93.197,30,Local or City Street,,,,,28,M,ST PAUL,55116,,,,No,628,Unknown
-93.025,44.977,Pedestrian,2021/03/06 08:20:00+00,W UNIVERSITY AVE,44.967,-93.204,,County State Aid Highway,16,99,CANNON FALLS,550091107,,,,,Suspected Serious Injury,Yes,,,629,Unknown
-93.066,44.976,Pedestrian,2021/03/02 18:20:00+00,E MARYLAND AVE,44.977,-93.066,30,County State Aid Highway,66,M,LANDFALL,55128,,,,,Possible Injury,Yes,,,630,Unknown
-93.104,44.943,Pedestrian,2021/02/24 21:00:00+00,N MARION ST,44.949,-93.107,30,Municipal State Aid Street,17,F,ST PAUL,55109,,,,,Suspected Minor Injury,Yes,,,631,Unknown
-93.04,44.977,Pedestrian,2021/02/26 02:45:00+00,E MARYLAND AVE,44.978,-93.047,35,County State Aid Highway,25,M,COLUMBIA HEIGHTS,554214030,,,,,Suspected Serious Injury,Yes,,,632,Unknown
-93.127,44.959,Pedestrian,2021/02/19 05:29:00+00,W UNIVERSITY AVE,44.956,-93.106,30,County State Aid Highway,55,M,ST PAUL,55106,,,,,Suspected Serious Injury,Yes,,,633,Unknown
-93.072,44.959,Pedestrian,2021/02/09 13:01:00+00,SHEPARD RD,44.942,-93.097,30,County State Aid Highway,50,M,STILLWATER,550821258,,,,,Suspected Serious Injury,Yes,,,634,Unknown
-93.094,44.949,Pedestrian,2021/02/05 21:31:00+00,W UNIVERSITY AVE,44.956,-93.161,,County State Aid Highway,33,M,SAINT PAUL,551162754,,,,,Suspected Minor Injury,No,,,635,Unknown
-93.105,44.944,Pedestrian,2021/02/03 13:52:00+00,N EDGERTON ST,44.968,-93.076,20,County State Aid Highway,59,F,SAINT PAUL,551063745,,,,,Possible Injury,Yes,,,636,Unknown
-93.025,44.961,Pedestrian,2021/02/03 00:35:00+00,N PARK ST,44.965,-93.104,30,Local or City Street,52,M,SAINT PAUL,551175353,,,,,Suspected Serious Injury,Yes,,,637,Unknown
-93.159,44.956,Pedestrian,2021/02/02 00:34:00+00,N ARCADE ST,44.963,-93.066,,U.S. Trunk Highway,36,M,ST PAUL,55106,,,,,,No,,,638,Unknown
-93.147,44.956,Bike,2021/01/29 23:54:00+00,W PENNSYLVANIA AVE,44.96,-93.106,30,County State Aid Highway,,,,,28,M,SAINT PAUL,551031630,,,,No,639,Unknown
-93.147,44.956,Pedestrian,2021/01/27 20:20:00+00,E MARYLAND AVE,44.977,-93.084,,County State Aid Highway,47,F,ST PAUL,55106,,,,,,No,,,640,Unknown
-93.126,44.956,Pedestrian,2021/01/23 02:37:00+00,N MCKNIGHT RD,44.961,-93.005,25,County State Aid Highway,68,M,SAINT PAUL,551193918,,,,,Fatal,No,,,641,Unknown
-93.015,44.951,Pedestrian,2021/01/22 00:22:00+00,W UNIVERSITY AVE,44.956,-93.146,25,County State Aid Highway,49,M,ST PAUL,55116,,,,,Suspected Minor Injury,Yes,,,642,Unknown
-93.164,44.969,Pedestrian,2021/01/14 00:00:00+00,W 7TH ST,44.906,-93.161,10,State Trunk Highway,57,M,ST PAUL,55116,,,,,Possible Injury,No,,,643,Unknown
-93.165,44.946,Pedestrian,2021/01/17 02:12:00+00,W UNIVERSITY AVE,44.956,-93.116,25,County State Aid Highway,54,M,MINNEAPOLIS,55413,,,,,Suspected Serious Injury,Yes,,,644,Unknown
-93.165,44.946,Pedestrian,2021/01/15 22:00:00+00,W KELLOGG BLVD,44.944,-93.099,25,Municipal State Aid Street,19,F,ST. PAUL,55104,,,,,Suspected Minor Injury,No,,,645,Unknown
-93.106,44.979,Bike,2021/01/14 11:51:00+00,N GALTIER ST,44.962,-93.111,20,Local or City Street,,,,,63,M,SAINT PAUL,551031778,,,,No,646,Unknown
-93.116,44.977,Pedestrian,2021/01/12 14:50:00+00,E MARYLAND AVE,44.977,-93.066,30,County State Aid Highway,25,F,NO. ST. PAUL,55119,,,,,Suspected Serious Injury,Yes,,,647,Unknown
-93.116,44.977,Pedestrian,2020/12/28 21:00:00+00,W UNIVERSITY AVE,44.956,-93.144,30,County State Aid Highway,21,M,MINNEAPOLIS,55455,,,,,,No,,,648,Unknown
-93.106,44.978,Pedestrian,2020/12/26 03:30:00+00,JOHNSON PKWY,44.967,-93.045,30,County State Aid Highway,56,M,SAINT PAUL,551044724,,,,,,No,,,649,Unknown
-93.096,44.98,Pedestrian,2020/12/22 03:12:00+00,W 7TH ST,44.948,-93.098,20,State Trunk Highway,66,M,SAINT PAUL,551022992,,,,,Possible Injury,Yes,,,650,Unknown
-93.088,44.948,Pedestrian,2020/12/08 23:00:00+00,OLD HUDSON RD,44.953,-93.025,25,Municipal State Aid Street,61,M,SAINT PAUL,551195045,,,,,Suspected Minor Injury,No,,,651,Unknown
-93.081,44.939,Pedestrian,2020/12/16 12:30:00+00,N RICE ST,44.96,-93.106,,County State Aid Highway,51,M,WEST ST PAUL,55118,,,,,Suspected Serious Injury,Yes,,,652,Unknown
-93.025,44.97,Pedestrian,2020/12/14 21:02:00+00,N WACOUTA ST,44.951,-93.089,30,Municipal State Aid Street,25,M,SAINT PAUL,551275030,,,,,Suspected Minor Injury,No,,,653,Unknown
-93.085,44.941,Bike,2020/12/12 23:05:00+00,E PHALEN BLVD,44.975,-93.045,25,Municipal State Aid Street,,,,,57,,SAINT PAUL,551064439,,,,No,654,Unknown
-93.043,44.978,Pedestrian,2020/12/10 17:45:00+00,W DOSWELL AVE,44.982,-93.196,25,Local or City Street,,F,ST PAUL,55108,,,,,Possible Injury,Yes,,,655,Unknown
-93.087,44.945,Bike,2020/12/06 23:01:00+00,N DALE ST,44.958,-93.126,30,County State Aid Highway,,,,,57,M,SAINT PAUL,551173696,,,Suspected Minor Injury,Yes,656,Unknown
-93.056,44.982,Bike,2020/12/02 21:33:00+00,JOHN IRELAND BLVD,44.95,-93.106,30,Municipal State Aid Street,,,,,63,M,SAINT PAUL,55102,,,Possible Injury,Yes,657,Unknown
-93.104,44.943,Pedestrian,2020/12/02 23:11:00+00,N RICE ST,44.96,-93.106,30,County State Aid Highway,47,M,SAINT PAUL,551065733,,,,,Suspected Serious Injury,Yes,,,658,Unknown
-93.109,44.977,Pedestrian,2020/12/02 02:00:00+00,W MILFORD ST,44.968,-93.106,30,Local or City Street,57,F,SAINT PAUL,55117,,,,,Suspected Serious Injury,Yes,,,659,Unknown
-93.106,44.956,Pedestrian,2020/12/02 00:34:00+00,N MARION ST,44.952,-93.11,25,County State Aid Highway,46,F,FRIDLEY,554323451,,,,,Suspected Minor Injury,Yes,,,660,Unknown
-93.048,44.965,Pedestrian,2020/11/19 21:00:00+00,N SNELLING AVE,44.942,-93.167,30,State Trunk Highway,21,99,SAINT PAUL,551047472,,,,,,No,,,661,Unknown
-93.066,44.978,Pedestrian,2020/11/21 00:14:00+00,N WHITE BEAR AVE,44.951,-93.025,30,County State Aid Highway,44,M,LITTLE CANADA,551171612,,,,,Suspected Minor Injury,Yes,,,662,Unknown
-93.136,44.956,Pedestrian,2020/11/17 23:59:00+00,S STRYKER AVE,44.93,-93.088,30,Municipal State Aid Street,35,F,SAINT PAUL,551304215,,,,,Fatal,Yes,,,663,Unknown
-93.104,44.943,Bike,2020/11/16 21:25:00+00,N ROBERT ST,44.947,-93.09,15,State Trunk Highway,,,,,40,M,ROSEVILLE,551135832,,,Possible Injury,No,664,Unknown
-93.172,44.96,Pedestrian,2020/11/15 23:36:00+00,W MARYLAND AVE,44.977,-93.119,10,County State Aid Highway,37,M,ST. PAUL,55101,,,,,Suspected Minor Injury,No,,,665,Unknown
-93.121,44.941,Pedestrian,2020/11/11 04:59:00+00,N BARCLAY ST,44.984,-93.038,30,Local or City Street,40,M,SAINT PAUL,551062104,,,,,Possible Injury,No,,,666,Unknown
-93.18,44.957,Pedestrian,2020/11/02 20:49:00+00,W SELBY AVE,44.947,-93.126,,County State Aid Highway,73,F,SAINT PAUL,551022146,,,,,Suspected Minor Injury,Yes,,,667,Unknown
-93.048,44.967,Pedestrian,2020/11/02 06:30:00+00,N JACKSON ST,44.991,-93.096,35,County State Aid Highway,39,M,SAINT PAUL,551304305,,,,,Possible Injury,Yes,,,668,Unknown
-93.187,44.918,Pedestrian,2020/11/01 07:01:00+00,N RICE ST,44.99,-93.106,25,County State Aid Highway,40,M,SAINT PAUL,551194042,,,,,Suspected Serious Injury,Yes,,,669,Unknown
-93.025,44.967,Pedestrian,2020/10/20 17:18:00+00,N WALL ST,44.951,-93.088,30,Local or City Street,65,F,SAINT PAUL,55101,,,,,Suspected Minor Injury,Yes,,,670,Unknown
-93.17,44.92,Pedestrian,2020/10/20 16:25:00+00,143,44.958,-93.11,10,All other roads,10,F,ST. PAUL,55117,,,,,,No,,,671,Unknown
-93.116,44.956,Pedestrian,2020/10/18 08:31:00+00,S HOWELL ST,44.918,-93.181,30,Local or City Street,32,F,SAINT PAUL,551161955,,,,,Possible Injury,No,,,672,Unknown
-93.177,44.956,Pedestrian,2020/10/16 18:37:00+00,W EXCHANGE ST,44.948,-93.1,25,Municipal State Aid Street,36,M,ST. PAUL,55102,,,,,Possible Injury,Yes,,,673,Unknown
-93.039,44.974,Pedestrian,2020/10/15 03:00:00+00,N HAZELWOOD ST,44.978,-93.035,25,Local or City Street,23,F,SAINT PAUL,551174608,,,,,Suspected Serious Injury,Yes,,,674,Unknown
-93.103,44.944,Pedestrian,2020/10/12 23:58:00+00,E 7TH ST,44.967,-93.04,30,Municipal State Aid Street,33,F,ST. PAUL,55106,,,,,Suspected Minor Injury,No,,,675,Unknown
-93.125,44.953,Pedestrian,2020/10/12 11:57:00+00,N SAINT ALBANS ST,44.978,-93.129,30,Local or City Street,55,F,SAINT PAUL,551046891,,,,,Possible Injury,No,,,676,Unknown
-93.187,44.96,Bike,2020/10/10 03:14:00+00,EAGLE PKWY,44.94,-93.1,30,Local or City Street,,,,,59,M,SAINT PAUL,551021026,,,Possible Injury,No,677,Unknown
-93.146,44.953,Bike,2020/10/09 17:22:00+00,N PELHAM BLVD,44.96,-93.2,5,Municipal State Aid Street,,,,,17,M,SAINT PAUL,55116,,,Possible Injury,No,678,Unknown
-93.134,44.929,Pedestrian,2020/10/07 18:35:00+00,W UNIVERSITY AVE,44.956,-93.167,30,County State Aid Highway,39,M,SAINT PAUL,551021026,,,,,Suspected Minor Injury,Yes,,,679,Unknown
-93.08,44.972,Pedestrian,2020/10/06 00:03:00+00,320,44.977,-93.164,25,All other roads,32,M,MINNEAPOLIS,554033157,,,,,Suspected Minor Injury,No,,,680,Unknown
-93.106,44.977,Pedestrian,2020/10/01 20:13:00+00,W UNIVERSITY AVE,44.957,-93.18,30,County State Aid Highway,38,M,,,,,,,Suspected Minor Injury,Yes,,,681,Unknown
-93.117,44.922,Bike,2020/10/01 14:55:00+00,N WOODBRIDGE ST,44.991,-93.108,30,Local or City Street,,,,,17,M,ST PAUL,55117,,,Suspected Serious Injury,Yes,682,Unknown
-93.08,44.972,Bike,2020/09/30 05:50:00+00,W HOYT ST,44.988,-93.106,30,Local or City Street,,,,,34,M,ST PAUL,55103,,,Possible Injury,No,683,Unknown
-93.076,44.97,Pedestrian,2020/09/29 16:51:00+00,E 7TH ST,44.951,-93.09,30,State Trunk Highway,35,F,SAINT PAUL,551013266,,,,,,No,,,684,Unknown
-93.106,44.981,Bike,2020/09/25 23:22:00+00,E 6TH ST,44.951,-93.087,20,Municipal State Aid Street,,,,,19,M,ST PAUL,55101,,,Suspected Minor Injury,Yes,685,Unknown
-93.147,44.952,Pedestrian,2020/09/22 19:30:00+00,S DAVERN ST,44.899,-93.172,,Municipal State Aid Street,53,F,SAINT PAUL,551163281,,,,,Suspected Minor Injury,Yes,,,686,Unknown
-93.078,44.956,Pedestrian,2020/09/12 01:56:00+00,E MORTON ST,44.926,-93.073,20,Local or City Street,23,F,SAINT PAUL,551073014,,,,,Suspected Minor Injury,No,,,687,Unknown
